bin,left,right,data,expected
0,-1.6989700043360187,-1.6889700043360187,0.0,3.889332796639734e-09
1,-1.6889700043360187,-1.6789700043360187,0.0,3.925747441147181e-09
2,-1.6789700043360187,-1.6689700043360187,0.0,3.963496054231666e-09
3,-1.6689700043360187,-1.6589700043360187,0.0,4.002273859786032e-09
4,-1.6589700043360187,-1.6489700043360187,0.0,4.042557639421919e-09
5,-1.6489700043360187,-1.6389700043360187,0.0,4.084031328034225e-09
6,-1.6389700043360187,-1.6289700043360187,0.0,4.1269189766808274e-09
7,-1.6289700043360187,-1.6189700043360187,0.0,4.171316141743957e-09
8,-1.6189700043360187,-1.6089700043360187,0.0,4.2172031296253115e-09
9,-1.6089700043360187,-1.5989700043360187,0.0,4.264651082827653e-09
10,-1.5989700043360187,-1.5889700043360186,0.0,4.313811483018046e-09
11,-1.5889700043360186,-1.5789700043360186,0.0,4.364628888880178e-09
12,-1.5789700043360186,-1.5689700043360189,0.0,4.417224994540719e-09
13,-1.5689700043360189,-1.5589700043360186,0.0,4.471701798118636e-09
14,-1.5589700043360186,-1.5489700043360188,0.0,4.528142925367935e-09
15,-1.5489700043360188,-1.5389700043360188,0.0,4.586530530099591e-09
16,-1.5389700043360188,-1.5289700043360188,0.0,4.647250715868242e-09
17,-1.5289700043360188,-1.5189700043360188,0.0,4.709919467264874e-09
18,-1.5189700043360188,-1.5089700043360188,0.0,4.775121238687127e-09
19,-1.5089700043360188,-1.4989700043360188,0.0,4.842607763719824e-09
20,-1.4989700043360188,-1.4889700043360188,0.0,4.912742773187619e-09
21,-1.4889700043360188,-1.4789700043360188,0.0,4.985478073660491e-09
22,-1.4789700043360188,-1.4689700043360188,0.0,5.060972560402851e-09
23,-1.4689700043360188,-1.4589700043360188,0.0,5.13935796822291e-09
24,-1.4589700043360188,-1.4489700043360187,0.0,5.220877846070496e-09
25,-1.4489700043360187,-1.4389700043360187,0.0,5.305538656679558e-09
26,-1.4389700043360187,-1.4289700043360187,0.0,5.393593402752041e-09
27,-1.4289700043360187,-1.4189700043360187,0.0,5.48519306849129e-09
28,-1.4189700043360187,-1.4089700043360187,0.0,5.580396408514548e-09
29,-1.4089700043360187,-1.3989700043360187,0.0,5.679545787398754e-09
30,-1.3989700043360187,-1.3889700043360187,0.0,5.782756262092739e-09
31,-1.3889700043360187,-1.3789700043360187,0.0,5.890347626887034e-09
32,-1.3789700043360187,-1.3689700043360187,0.0,6.0023065930585525e-09
33,-1.3689700043360187,-1.3589700043360187,0.0,6.119158414300156e-09
34,-1.3589700043360187,-1.3489700043360187,0.0,6.240979051131607e-09
35,-1.3489700043360187,-1.3389700043360189,0.0,6.3680816038921634e-09
36,-1.3389700043360189,-1.3289700043360186,0.0,6.500728093162401e-09
37,-1.3289700043360186,-1.3189700043360189,0.0,6.639285363161684e-09
38,-1.3189700043360189,-1.3089700043360186,0.0,6.78401227573153e-09
39,-1.3089700043360186,-1.2989700043360188,0.0,6.935311950895221e-09
40,-1.2989700043360188,-1.2889700043360186,0.0,7.09352334149012e-09
41,-1.2889700043360186,-1.2789700043360188,0.0,7.259064568238237e-09
42,-1.2789700043360188,-1.2689700043360188,0.0,7.432330537421744e-09
43,-1.2689700043360188,-1.2589700043360188,0.0,7.613869443084687e-09
44,-1.2589700043360188,-1.2489700043360188,0.0,7.804016044664911e-09
45,-1.2489700043360188,-1.2389700043360188,0.0,8.003419290020647e-09
46,-1.2389700043360188,-1.2289700043360188,0.0,8.212631719469397e-09
47,-1.2289700043360188,-1.2189700043360188,0.0,8.43215614763698e-09
48,-1.2189700043360188,-1.2089700043360188,0.0,8.662762723085028e-09
49,-1.2089700043360188,-1.1989700043360187,0.0,8.905030276178966e-09
50,-1.1989700043360187,-1.1889700043360187,0.0,9.159814731929651e-09
51,-1.1889700043360187,-1.1789700043360187,0.0,9.427881510236182e-09
52,-1.1789700043360187,-1.1689700043360187,0.0,9.710089581697143e-09
53,-1.1689700043360187,-1.1589700043360187,0.0,1.0007339833657935e-08
54,-1.1589700043360187,-1.1489700043360187,0.0,1.032066698283444e-08
55,-1.1489700043360187,-1.1389700043360187,0.0,1.0651251175497593e-08
56,-1.1389700043360187,-1.1289700043360187,0.0,1.1000131311903322e-08
57,-1.1289700043360187,-1.1189700043360187,0.0,1.1368629587615409e-08
58,-1.1189700043360187,-1.1089700043360189,0.0,1.175818598294815e-08
59,-1.1089700043360189,-1.0989700043360187,0.0,1.2170243456473843e-08
60,-1.0989700043360187,-1.0889700043360189,0.0,1.2606416885170132e-08
61,-1.0889700043360189,-1.0789700043360186,0.0,1.3068492225480847e-08
62,-1.0789700043360186,-1.0689700043360189,0.0,1.3558338260186184e-08
63,-1.0689700043360189,-1.0589700043360186,0.0,1.4078135849725945e-08
64,-1.0589700043360186,-1.0489700043360188,0.0,1.4630056039283498e-08
65,-1.0489700043360188,-1.0389700043360186,0.0,1.5216619370839902e-08
66,-1.0389700043360186,-1.0289700043360188,0.0,1.584045810318131e-08
67,-1.0289700043360188,-1.0189700043360186,0.0,1.6504617050845517e-08
68,-1.0189700043360186,-1.0089700043360188,0.0,1.7212214224712373e-08
69,-1.0089700043360188,-0.9989700043360187,0.0,1.7966849374206764e-08
70,-0.9989700043360187,-0.9889700043360188,0.0,1.8772289564614134e-08
71,-0.9889700043360188,-0.9789700043360188,0.0,1.9632820349569485e-08
72,-0.9789700043360188,-0.9689700043360188,0.0,2.0553069821770204e-08
73,-0.9689700043360188,-0.9589700043360188,0.0,2.15380956300222e-08
