bin,left,right,data,expected
0,-3.0,-2.99,0.0,7.778665593279641e-08
1,-2.99,-2.98,0.0,7.851494882294176e-08
2,-2.98,-2.97,0.0,7.926992108463516e-08
3,-2.97,-2.96,0.0,8.00454771957187e-08
4,-2.96,-2.95,0.0,8.08511527884403e-08
5,-2.95,-2.94,0.0,8.168062656068262e-08
6,-2.94,-2.93,0.0,8.253837953361869e-08
7,-2.93,-2.92,0.0,8.342632283487782e-08
8,-2.92,-2.91,0.0,8.43440625925074e-08
9,-2.91,-2.9,0.0,8.529302165655138e-08
10,-2.9,-2.89,0.0,8.627622966036258e-08
11,-2.89,-2.88,0.0,8.729257777760179e-08
12,-2.88,-2.87,0.0,8.834449989081489e-08
13,-2.87,-2.86,0.0,8.94340359623721e-08
14,-2.86,-2.85,0.0,9.056285850735905e-08
15,-2.85,-2.84,0.0,9.173061060198965e-08
16,-2.84,-2.83,0.0,9.294501431736701e-08
17,-2.83,-2.82,0.0,9.419838934529522e-08
18,-2.82,-2.81,0.0,9.5502424773745e-08
19,-2.81,-2.8,0.0,9.685215527439392e-08
20,-2.8,-2.79,0.0,9.825485546375539e-08
21,-2.79,-2.78,0.0,9.970956147320755e-08
22,-2.78,-2.77,0.0,1.0121945120805919e-07
23,-2.77,-2.76,0.0,1.0278715936445595e-07
24,-2.76,-2.75,0.0,1.0441755692141149e-07
25,-2.75,-2.74,0.0,1.0611077313359315e-07
26,-2.74,-2.73,0.0,1.0787186805503939e-07
27,-2.73,-2.7199999999999998,0.0,1.0970386136982352e-07
28,-2.7199999999999998,-2.71,0.0,1.1160792817029303e-07
29,-2.71,-2.7,0.0,1.1359091574797756e-07
30,-2.7,-2.69,0.0,1.1565512524185177e-07
31,-2.69,-2.68,0.0,1.178069525377439e-07
32,-2.68,-2.67,0.0,1.2004613186116827e-07
33,-2.67,-2.66,0.0,1.2238316828600567e-07
34,-2.66,-2.65,0.0,1.248195810226298e-07
35,-2.65,-2.64,0.0,1.2736163207784327e-07
36,-2.64,-2.63,0.0,1.3001456186324824e-07
37,-2.63,-2.62,0.0,1.3278570726323304e-07
38,-2.62,-2.61,0.0,1.3568024551463104e-07
39,-2.61,-2.6,0.0,1.3870623901790442e-07
40,-2.6,-2.59,0.0,1.418704668298026e-07
41,-2.59,-2.58,0.0,1.4518129136476495e-07
42,-2.58,-2.57,0.0,1.4864661074843128e-07
43,-2.57,-2.56,0.0,1.522773888616971e-07
44,-2.56,-2.55,0.0,1.5608032089329506e-07
45,-2.55,-2.54,0.0,1.6006838580041654e-07
46,-2.54,-2.53,0.0,1.642526343893839e-07
47,-2.53,-2.52,0.0,1.686431229527428e-07
48,-2.52,-2.51,0.0,1.7325525446169672e-07
49,-2.51,-2.5,0.0,1.781006055235836e-07
50,-2.5,-2.49,0.0,1.8319629463859754e-07
51,-2.49,-2.48,0.0,1.8855763020471907e-07
52,-2.48,-2.4699999999999998,0.0,1.9420179163393914e-07
53,-2.4699999999999998,-2.46,0.0,2.0014679667316265e-07
54,-2.46,-2.45,0.0,2.0641333965669236e-07
55,-2.45,-2.44,0.0,2.1302502350994827e-07
56,-2.44,-2.4299999999999997,0.0,2.2000262623806034e-07
57,-2.4299999999999997,-2.42,0.0,2.2737259175231413e-07
58,-2.42,-2.41,0.0,2.3516371965896367e-07
59,-2.41,-2.4,0.0,2.434048691294769e-07
60,-2.4,-2.39,0.0,2.521283377034026e-07
61,-2.39,-2.38,0.0,2.613698445096155e-07
62,-2.38,-2.37,0.0,2.7116676520372464e-07
63,-2.37,-2.36,0.0,2.815627169945199e-07
64,-2.36,-2.35,0.0,2.9260112078566795e-07
65,-2.35,-2.34,0.0,3.043323874167991e-07
66,-2.34,-2.33,0.0,3.1680916206362564e-07
67,-2.33,-2.32,0.0,3.3009234101691084e-07
68,-2.32,-2.31,0.0,3.442442844942502e-07
69,-2.31,-2.3,0.0,3.5933698748412927e-07
70,-2.3,-2.29,0.0,3.754457912922877e-07
71,-2.29,-2.2800000000000002,0.0,3.9265640699139823e-07
72,-2.2800000000000002,-2.27,0.0,4.110613964353941e-07
73,-2.27,-2.26,0.0,4.3076191260043506e-07
74,-2.26,-2.25,0.0,4.5187129240689833e-07
75,-2.25,-2.24,0.0,4.745117082500002e-07
76,-2.24,-2.23,0.0,4.988198498994413e-07
77,-2.23,-2.2199999999999998,0.0,5.249452535075456e-07
78,-2.2199999999999998,-2.21,0.0,5.53054643347856e-07
79,-2.21,-2.2,0.0,5.833312899329962e-07
80,-2.2,-2.19,0.0,6.159776786893248e-07
81,-2.19,-2.1799999999999997,0.0,6.512205908230784e-07
82,-2.1799999999999997,-2.17,0.0,6.893091566444587e-07
83,-2.17,-2.16,0.0,7.30522445744794e-07
84,-2.16,-2.15,0.0,7.751699265688353e-07
85,-2.15,-2.14,0.0,8.235969461320997e-07
86,-2.14,-2.13,0.0,8.761894753736564e-07
87,-2.13,-2.12,0.0,9.33377518999759e-07
88,-2.12,-2.11,0.0,9.956436160813629e-07
89,-2.11,-2.1,0.0,1.0635281943681022e-06
90,-2.1,-2.09,0.0,1.1376372652090084e-06
91,-2.09,-2.08,0.0,1.218653174335546e-06
92,-2.08,-2.07,0.0,1.3073420783817196e-06
93,-2.07,-2.06,0.0,1.40456915894663e-06
94,-2.06,-2.05,0.0,1.511310645101727e-06
95,-2.05,-2.04,0.0,1.6286693629692376e-06
96,-2.04,-2.0300000000000002,0.0,1.7578954222946538e-06
97,-2.0300000000000002,-2.02,0.0,1.9004056346718847e-06
98,-2.02,-2.01,0.0,2.057809064261526e-06
99,-2.01,-2.0,0.0,2.23193671847795e-06
100,-2.0,-1.99,0.0,2.4248757888362368e-06
101,-1.99,-1.98,0.0,2.6390066008800756e-06
102,-1.98,-1.97,0.0,2.8770520571484578e-06
103,-1.97,-1.96,0.0,3.1421301607617317e-06
104,-1.96,-1.95,0.0,3.4378167070567775e-06
105,-1.95,-1.94,0.0,3.7682223696225967e-06
106,-1.94,-1.93,0.0,4.1380778999100935e-06
107,-1.93,-1.92,0.0,4.552839083269704e-06
108,-1.92,-1.91,0.0,5.0188089022810765e-06
109,-1.91,-1.9,0.0,5.543282216605032e-06
110,-1.9,-1.89,0.0,6.134716969615976e-06
111,-1.89,-1.88,0.0,6.802938293912009e-06
112,-1.88,-1.8699999999999999,0.0,7.559381675322969e-06
113,-1.8699999999999999,-1.8599999999999999,0.0,8.417380308661586e-06
114,-1.8599999999999999,-1.8499999999999999,0.0,9.392511684893684e-06
115,-1.8499999999999999,-1.84,0.0,1.0503009481177985e-05
116,-1.84,-1.83,0.0,1.1770259475328423e-05
117,-1.83,-1.82,0.0,1.3219392936308759e-05
118,-1.82,-1.81,0.0,1.4880002070239415e-05
119,-1.81,-1.8,0.0,1.678700213671965e-05
120,-1.8,-1.79,0.0,1.8981672273760047e-05
121,-1.79,-1.78,0.0,2.151291530840623e-05
122,-1.78,-1.77,0.0,2.443878548281866e-05
123,-1.77,-1.76,0.0,2.7828343575283633e-05
124,-1.76,-1.75,0.0,3.176391530295236e-05
125,-1.75,-1.74,0.0,3.63438444027141e-05
126,-1.74,-1.73,0.0,4.168585842957797e-05
127,-1.73,-1.72,0.0,4.793118649763781e-05
128,-1.72,-1.71,0.0,5.5249610897836114e-05
129,-1.71,-1.7,0.0,6.384567544483389e-05
130,-1.7,-1.69,0.0,7.396632711588424e-05
131,-1.69,-1.68,0.0,8.591034481662841e-05
132,-1.68,-1.67,0.0,0.00010003998846525837
133,-1.67,-1.66,0.0,0.00011679542543118187
134,-1.66,-1.65,0.0,0.0001367126214201651
135,-1.65,-1.64,0.0,0.00016044557449520745
136,-1.64,-1.63,0.0,0.0001887939921507521
137,-1.63,-1.6199999999999999,0.0,0.0002227378038385699
138,-1.6199999999999999,-1.6099999999999999,0.0,0.00026348027323258485
139,-1.6099999999999999,-1.5999999999999999,0.0,0.0003125019379245384
140,-1.5999999999999999,-1.59,0.0,0.0003716282112154323
141,-1.59,-1.58,0.0,0.0004431142296698174
142,-1.58,-1.57,0.0,0.0005297515150166516
143,-1.57,-1.56,0.0,0.0006350022424009119
144,-1.56,-1.55,0.0,0.0007631684932219967
145,-1.55,-1.54,0.0,0.0009196058790836054
146,-1.54,-1.53,0.0,0.0011109934864349542
147,-1.53,-1.52,0.0,0.001345675358819847
148,-1.52,-1.51,0.0,0.0016340928947441442
149,-1.51,-1.5,0.0,0.0019893328285107543
150,-1.5,-1.49,0.0,0.0024278221861454177
151,-1.49,-1.48,0.0,0.00297021013451473
152,-1.48,-1.47,0.0,0.003642487436465552
153,-1.47,-1.46,0.0,0.004477407847729519
154,-1.46,-1.45,0.0,0.005516292951104814
155,-1.45,-1.44,0.0,0.0068113234236265975
156,-1.44,-1.43,0.0,0.008428446598363434
157,-1.43,-1.42,0.0,0.01045106352566115
158,-1.42,-1.41,0.0,0.012984699908072729
159,-1.41,-1.4,0.0,0.016162915687271455
160,-1.4,-1.39,0.0,0.02015476924175783
161,-1.39,-1.38,0.0,0.02517422556203053
162,-1.38,-1.3699999999999999,0.0,0.031491984649030996
163,-1.3699999999999999,-1.3599999999999999,0.011187299643071021,0.03945030742232872
164,-1.3599999999999999,-1.3499999999999999,0.0,0.04948153130410589
165,-1.3499999999999999,-1.3399999999999999,0.010683788216733093,0.06213109437073224
166,-1.3399999999999999,-1.33,0.02088119101240182,0.07808602089240357
167,-1.33,-1.32,0.0,0.09820995362477525
168,-1.32,-1.31,0.019941382604140648,0.1235859351076011
169,-1.31,-1.3,0.038974922636174344,0.1555682193004659
170,-1.3,-1.29,0.06665355389689916,0.19584440336623324
171,-1.29,-1.28,0.11166228647491598,0.2465090607770405
