bin,left,right,data,expected
0,-1.0,-0.99,0.0,0.0
1,-0.99,-0.98,0.0,0.0
2,-0.98,-0.97,0.0,0.0
3,-0.97,-0.96,0.0,0.0
4,-0.96,-0.95,0.0,0.0
5,-0.95,-0.94,0.0,0.0
6,-0.94,-0.9299999999999999,0.0,0.0
7,-0.9299999999999999,-0.92,0.0,0.0
8,-0.92,-0.91,0.0,0.0
9,-0.91,-0.9,0.0,0.0
10,-0.9,-0.89,0.0,0.0
11,-0.89,-0.88,0.0,0.0
12,-0.88,-0.87,0.0,0.0
13,-0.87,-0.86,0.0,0.0
14,-0.86,-0.85,0.0,0.0
15,-0.85,-0.84,0.0,0.0
16,-0.84,-0.83,0.0,0.0
17,-0.83,-0.8200000000000001,0.0,0.0
18,-0.8200000000000001,-0.81,0.0,0.0
19,-0.81,-0.8,0.0,0.0
20,-0.8,-0.79,0.0,0.0
21,-0.79,-0.78,0.0,0.0
22,-0.78,-0.77,0.0,0.0
23,-0.77,-0.76,0.0,0.0
24,-0.76,-0.75,0.0,0.0
25,-0.75,-0.74,0.0,0.0
26,-0.74,-0.73,0.0,0.0
27,-0.73,-0.72,0.0,0.0
28,-0.72,-0.71,0.0,0.0
29,-0.71,-0.7,0.0,0.0
30,-0.7,-0.69,0.0,0.0
31,-0.69,-0.6799999999999999,0.0,0.0
32,-0.6799999999999999,-0.6699999999999999,0.0,0.0
33,-0.6699999999999999,-0.6599999999999999,0.0,0.0
34,-0.6599999999999999,-0.6499999999999999,0.0,0.0
35,-0.6499999999999999,-0.64,0.0,0.0
36,-0.64,-0.63,0.0,0.0
37,-0.63,-0.62,0.0,0.0
38,-0.62,-0.61,0.0,0.0
39,-0.61,-0.6,0.0,0.0
40,-0.6,-0.59,0.0,0.0
41,-0.59,-0.5800000000000001,0.0,0.0
42,-0.5800000000000001,-0.5700000000000001,0.0,0.0
43,-0.5700000000000001,-0.56,0.0,0.0
44,-0.56,-0.55,0.0,0.0
45,-0.55,-0.54,0.0,0.0
46,-0.54,-0.53,0.0,0.0
47,-0.53,-0.52,0.0,0.0
48,-0.52,-0.51,0.0,0.0
49,-0.51,-0.5,0.0,0.0
50,-0.5,-0.49,0.0,0.0
51,-0.49,-0.48,0.0,0.0
52,-0.48,-0.47000000000000003,0.0,0.0
53,-0.47000000000000003,-0.45999999999999996,0.0,0.0
54,-0.45999999999999996,-0.45,0.0,0.0
55,-0.45,-0.4399999999999999,0.0,0.0
56,-0.4399999999999999,-0.42999999999999994,0.0,0.0
57,-0.42999999999999994,-0.42000000000000004,0.0,0.0
58,-0.42000000000000004,-0.41000000000000003,0.0,0.0
59,-0.41000000000000003,-0.4000000000000001,0.0,0.0
60,-0.4000000000000001,-0.39,0.0,0.0
61,-0.39,-0.38,0.0,0.0
62,-0.38,-0.37,0.0,0.0
63,-0.37,-0.36,0.0,0.0
64,-0.36,-0.35,0.0,0.0
65,-0.35,-0.33999999999999997,0.0,0.0
66,-0.33999999999999997,-0.32999999999999996,0.0,0.0
67,-0.32999999999999996,-0.31999999999999995,0.0,0.0
68,-0.31999999999999995,-0.30999999999999994,0.0,0.0
69,-0.30999999999999994,-0.29999999999999993,0.0,0.0
70,-0.29999999999999993,-0.29000000000000004,0.0,0.0
71,-0.29000000000000004,-0.28,0.0,0.0
72,-0.28,-0.2700000000000001,0.0,0.0
73,-0.2700000000000001,-0.26,0.0,0.0
74,-0.26,-0.25,0.0,0.0
75,-0.25,-0.24,0.0,0.0
76,-0.24,-0.22999999999999995,0.0,0.0
77,-0.22999999999999995,-0.21999999999999997,0.0,0.0
78,-0.21999999999999997,-0.21,0.0,0.0
79,-0.21,-0.19999999999999993,0.0,0.0
80,-0.19999999999999993,-0.18999999999999992,0.0,0.0
81,-0.18999999999999992,-0.17999999999999994,0.0,0.0
82,-0.17999999999999994,-0.1699999999999999,0.0,0.0
