bin,left,right,data,expected
0,-2.6989700043360187,-2.688970004336019,0.0,0.5620905957429431
1,-2.688970004336019,-2.6789700043360187,0.0,0.5626152291592132
2,-2.6789700043360187,-2.668970004336019,0.0,0.5631524603047353
3,-2.668970004336019,-2.6589700043360187,0.0,0.5637026005262428
4,-2.6589700043360187,-2.648970004336019,0.0,0.564265969272595
5,-2.648970004336019,-2.6389700043360187,0.0,0.5648428943344354
6,-2.6389700043360187,-2.628970004336019,0.0,0.5654337120515148
7,-2.628970004336019,-2.6189700043360187,0.0,0.5660387676146528
8,-2.6189700043360187,-2.608970004336019,0.0,0.5666584152447826
9,-2.608970004336019,-2.5989700043360187,0.0,0.5672930185176057
10,-2.5989700043360187,-2.588970004336019,0.0,0.5679429505845279
11,-2.588970004336019,-2.5789700043360186,0.0,0.5686085944964508
12,-2.5789700043360186,-2.568970004336019,0.0,0.5692903434410012
13,-2.568970004336019,-2.5589700043360186,0.0,0.5699886010676976
14,-2.5589700043360186,-2.548970004336019,0.0,0.5707037818034447
15,-2.548970004336019,-2.5389700043360186,0.0,0.5714363111358062
16,-2.5389700043360186,-2.528970004336019,0.0,0.5721866259670609
17,-2.528970004336019,-2.5189700043360186,0.0,0.5729551749377613
18,-2.5189700043360186,-2.508970004336019,0.0,0.5737424187818059
19,-2.508970004336019,-2.4989700043360186,0.0,0.574548830685728
20,-2.4989700043360186,-2.488970004336019,0.0,0.5753748966535335
21,-2.488970004336019,-2.4789700043360186,0.0,0.5762211159052621
22,-2.4789700043360186,-2.4689700043360188,0.0,0.5770880012619892
23,-2.4689700043360188,-2.4589700043360185,0.0,0.5779760795746229
24,-2.4589700043360185,-2.4489700043360187,0.0,0.5788858921299777
25,-2.4489700043360187,-2.438970004336019,0.0,0.5798179951059489
26,-2.438970004336019,-2.4289700043360187,0.0,0.5807729600234984
27,-2.4289700043360187,-2.4189700043360185,0.0,0.5817513742244996
28,-2.4189700043360185,-2.4089700043360187,0.0,0.5827538413468982
29,-2.4089700043360187,-2.398970004336019,0.0,0.5837809818487573
30,-2.398970004336019,-2.3889700043360187,0.0,0.5848334335144443
31,-2.3889700043360187,-2.378970004336019,0.0,0.585911852015353
32,-2.378970004336019,-2.3689700043360187,0.0,0.5870169114569698
33,-2.3689700043360187,-2.358970004336019,0.0,0.588149304969553
34,-2.358970004336019,-2.3489700043360187,0.0,0.5893097453115672
35,-2.3489700043360187,-2.338970004336019,0.0,0.5904989654887897
36,-2.338970004336019,-2.3289700043360186,0.0,0.591717719409141
37,-2.3289700043360186,-2.318970004336019,0.0,0.5929667825484701
38,-2.318970004336019,-2.3089700043360186,0.0,0.594246952656075
39,-2.3089700043360186,-2.298970004336019,0.0,0.595559050459902
40,-2.298970004336019,-2.2889700043360186,0.0,0.5969039204355048
41,-2.2889700043360186,-2.278970004336019,0.0,0.5982824315681157
42,-2.278970004336019,-2.2689700043360186,0.0,0.5996954781624191
43,-2.2689700043360186,-2.258970004336019,0.0,0.601143980677167
44,-2.258970004336019,-2.2489700043360186,0.0,0.6026288865985668
45,-2.2489700043360186,-2.238970004336019,0.0,0.6041511713288946
46,-2.238970004336019,-2.2289700043360186,0.0,0.6057118391310804
47,-2.2289700043360186,-2.2189700043360188,0.0,0.6073119240896244
48,-2.2189700043360188,-2.2089700043360185,0.0,0.6089524911252537
49,-2.2089700043360185,-2.1989700043360187,0.0,0.6106346370379849
50,-2.1989700043360187,-2.188970004336019,0.0,0.6123594915813914
51,-2.188970004336019,-2.1789700043360187,0.0,0.6141282186150789
52,-2.1789700043360187,-2.1689700043360185,0.0,0.6159420172481527
53,-2.1689700043360185,-2.1589700043360187,0.0,0.6178021230806948
